label,sentence,pred_label
neutral,స్మృతి ఇరానీ ఆ పని సక్రమంగా చేయలేదనే విషయం అర్ధమౌతున్నది., negative
negative,"‘మీకు ఏలా కుదిరితే అలా... ఆయుధంగా ఏది తోస్తే అది’ అంటూ ఇస్లామిక్ స్టేట్ ఇస్తున్న సందేశాలను బుర్రకెక్కించుకున్న వ్యక్తులు ఎటువంటి వినూత్నమైన ఆలోచనలతో, ఏ దారిన విరుచుకుపడతారన్నది భయపెడుతున్న అంశం.", negative
neutral,పరిస్థితిని గమనించిన కేంద్ర హోంమంత్రి రాజ్నాథ్ సింగ్ చకచకా చర్యలు తీసుకుని జమ్మూ కాశ్మీర్కు అదనపు బలగాలను పంపారు., negative
neutral,"అంటే, చేతిలో దీవులుంటే వాటి చుట్టూ ఉన్న సముద్రం మీద కూడా పెత్తనం చేయొచ్చు.", negative
neutral,రెండురోజుల్లో జిల్లా రిసోర్స్ పర్సన్లకు ఇస్తున్న శిక్షణ తరువాత గ్రామస్థాయిలో చేపట్టే కార్యక్రమాలపై శిక్షకులను కలెక్టర్ అడిగి తెలుసుకున్నారు., negative
positive,తద్వారా మరో మ్యాచ్ మిగిలుండగానే సిరీసను సొంతం చేసుకుంది., negative
neutral,ఇండియా- ఈయూ వార్షిక సదస్సులోనూ ఇదే విధమైన ముందడుగు కనిపించింది., negative
positive,"సబ్సిడీల్లో కోత, సంక్షేమాల్లో వాత, గ్యాస్ సిలిండర్ల సంఖ్య తగ్గింపు, పొదుపు మొత్తాలకు పన్ను రాయితీల ఉపసంహరణ, వ్యవసాయంలో బీటీకి పెద్దపీట... వంటి సర్వే సలహాలు వృద్ధి రేటును రెండంకెల స్థాయికి చేర్చడానికి ముందుగా సగటు జీవుల బతుకులను మరిన్ని వెతలపాలుచేసే అవకాశం ఉంది.", negative
neutral,"ఉద్యమకాలంలో ఉన్న భాగస్వామ్యం విధానరచనలోనూ, పునర్నిర్మాణంలోనూ ఉండాలని ఆశించారు.", negative
neutral,చార్లీ హెబ్డో పత్రిక కార్యాలయంపై దాడి జరిగినపుడు రెండో రోజు అక్కడి మసీదులపై స్థానికులు ప్రతిదాడులు జరిపారు., negative
neutral,"ఎల్జీబీటీ వ్యక్తుల హక్కులు, రక్షణ ఇత్యాదిఅంశాలపై ఈ విభాగం పనిచేస్తుంది.", negative
neutral,పదవీ విరమణ చేసిన ప్రభుత్వ ప్రధాన కార్యదర్శి ఐ.వై.ఆర్.కృష్ణారావు చొరవతో ముఖ్యమంత్రి చంద్రబాబునాయుడు తొలిసారిగా బ్రాహ్మణ కార్పొరేషన్ ఏర్పాటు చేశారు., positive
negative,ఉగ్రవాదుల దాడులు కొత్తగా ఇప్పుడే ప్రారంభమైనవి కాకపోయినా ఇంత విస్తృత చర్చ జరుగుతుండటంతో అభద్రత మరింత పెరుగుతున్నట్లుగా అనిపిస్తున్నది., negative
